database_name,sequence_database_number,sequence_info,sequence_length,pred,sensitivity,ppv,f1,execution_wall_time_secs
PDB,301,bpRNA_PDB_301,47,(((.(((((.....(((((((((....))))))))..))))))))).,0.6875,0.5789473684210527,0.6285714285714286,1.1674128980012028
PDB,659,bpRNA_PDB_659,18,(((((((....))))))),1.0,1.0,1.0,0.050751764996675774
PDB,396,bpRNA_PDB_396,36,...................(((...........))),0.0,0,0,0.17146744699857663
SPR,280,tdbR00000149,76,.(((((((...................(((((.......)))))....(((((.......))))))))))))....,0.8095238095238095,1.0,0.8947368421052632,49.11544832299842
SPR,498,tdbR00000035,75,..........................(((......((((........(((((.......))))).))))..))).,0.23809523809523808,0.45454545454545453,0.31249999999999994,49.68978864500241
PDB,48,bpRNA_PDB_48,27,.......(((((....)))))......,0.4166666666666667,1.0,0.5882352941176471,0.05108840599859832
SPR,368,tdbR00000153,77,(((((((..((((.........)))).(((((.......))))).....(((((.......))))))))))))....,1.0,1.0,1.0,23.21656254499976
PDB,108,bpRNA_PDB_108,33,....(((((......))))).............,0.625,1.0,0.7692307692307693,0.10400921299878974
PDB,218,bpRNA_PDB_218,47,(((.(((((.....(((((((((....))))))))..))))))))).,0.6875,0.5789473684210527,0.6285714285714286,1.104219271997863
SPR,49,tdbR00000179,76,(((((((..((((........)))).(((((.......))))).....(((((.......))))))))))))....,1.0,1.0,1.0,40.41386310500093
SPR,237,tdbR00000330,76,((((((((((........))).....((((((.......))))))...(((((.......))))))))))))....,0.8571428571428571,0.782608695652174,0.8181818181818182,106.41210888499998
SPR,45,tdbR00000116,74,(((((((.........(((...)))(((((.......))))).....((((.......)))).)))))))....,0.7619047619047619,0.8,0.7804878048780488,28.830498690000013
SPR,295,tdbR00000057,76,(((((((.........................(((((....)))))..(((((.......))))))))))))....,0.5714285714285714,0.631578947368421,0.6,120.120796315
PDB,511,bpRNA_PDB_511,71,............((((((.........))))))...((((.((((((.......))))))....))))...,0.41379310344827586,0.8,0.5454545454545454,23.404540510000004
SPR,468,tdbR00000059,75,(((((((...................(((((.......)))))....(((((.......))))))))))))....,0.8095238095238095,1.0,0.8947368421052632,71.95571540500003
SPR,546,tdbR00000223,87,..((((...(((...........))).....)))).((((.....((((....))))..(((((.......)))))......)))).,0.45,0.3333333333333333,0.3829787234042553,239.59751529699997
PDB,345,bpRNA_PDB_345,63,.......(((((.....(((((((((((....))))...))))).......))))))).....,0.47368421052631576,0.6,0.5294117647058824,29.165193251999995
SPR,590,tdbR00000074,76,..........((((.......)))).(((((.......))))).......(((.......))).............,0.6,1.0,0.7499999999999999,59.924432515000035
SPR,330,tdbR00000560,76,(((((((..((((........))))..((((.......)))).......................)))))))....,0.7142857142857143,1.0,0.8333333333333333,62.45809485899997
PDB,324,bpRNA_PDB_324,48,............(((((((........)))))))..............,0.35,1.0,0.5185185185185185,2.028328203000001
SPR,608,tdbR00000372,76,((((.....((((........))))...(((((((...)))))))...(((((.......)))))...))))....,0.7619047619047619,0.7272727272727273,0.7441860465116279,99.80113165600005
PDB,419,bpRNA_PDB_419,24,((((((((........)))))))),0.8888888888888888,1.0,0.9411764705882353,0.036298686000009184
PDB,231,bpRNA_PDB_231,12,.(((....))).,0.6666666666666666,0.5,0.5714285714285715,0.008275093999827732
SPR,618,tdbR00000559,76,(((((((..((((........))))..((((.......)))).......................)))))))....,0.7142857142857143,1.0,0.8333333333333333,64.35520414899975
PDB,481,bpRNA_PDB_481,68,(((((((.....(((((.......)))))..........(((.............)))..))))))).,0.5,0.8666666666666667,0.6341463414634146,22.805737830999988
SPR,621,tdbR00000098,76,(((((((....(((((.((((.........)))))............(((........))))))))))))))....,0.42857142857142855,0.391304347826087,0.4090909090909091,58.39726893499983
SPR,87,tdbR00000265,85,.........(((.((((((....))).(((((.......)))))....(((((((..((((...)))).))))))))).))))..,0.5714285714285714,0.3870967741935484,0.4615384615384615,171.6049038870001
PDB,166,bpRNA_PDB_166,24,..(((((.........)))))...,0.625,1.0,0.7692307692307693,0.03291197299995474
PDB,256,bpRNA_PDB_256,67,((((((......(((((.......)))))..........(((...)))...))))))..........,0.25,1.0,0.4,15.643263421000029
PDB,19,bpRNA_PDB_19,23,(((((.............))))),0.5555555555555556,1.0,0.7142857142857143,0.0163404840000112
PDB,364,bpRNA_PDB_364,23,(((((.(((...)))...))))),0.7142857142857143,0.5,0.588235294117647,0.02184784299970488
PDB,398,bpRNA_PDB_398,68,...................(((((((..((((....))))...)))))))((((....))))......,0.3333333333333333,0.6428571428571429,0.43902439024390244,62.47726731800003
PDB,47,bpRNA_PDB_47,27,(((((.((((((....))))))))))),0.9166666666666666,1.0,0.9565217391304348,0.020850191000135965
PDB,285,bpRNA_PDB_285,27,((((...................)))),0.36363636363636365,1.0,0.5333333333333333,0.051528265999877476
PDB,383,bpRNA_PDB_383,47,((((((((.......)))......(((....))).......))))).,0.47058823529411764,0.8888888888888888,0.6153846153846153,0.5581625340000755
SPR,377,tdbR00000314,77,(((((((..((((.........))))...........((((....)))).((((.......)))).)))))))....,0.7142857142857143,0.7142857142857143,0.7142857142857143,73.70083565699997
SPR,462,tdbR00000037,76,..................((((.....(((((...)))))))))....(((((.......)))))..((....)).,0.47619047619047616,0.5,0.4878048780487805,83.20276826000008
PDB,249,bpRNA_PDB_249,27,(((((.((((((....))))))))))),0.9090909090909091,0.9090909090909091,0.9090909090909091,0.02657638400023643
SPR,290,tdbR00000567,76,.........((((........))))..((((.......))))..((((.....(((((.......))))).)))).,0.38095238095238093,0.4,0.3902439024390244,58.93667779600037
PDB,201,bpRNA_PDB_201,14,(((((....))))),0.8333333333333334,1.0,0.9090909090909091,0.01436849700030507
PDB,633,bpRNA_PDB_633,94,((((...........(((((.....((((((.....))))).)).((((....)))))))).((((......)))).............)))).,0.2647058823529412,0.5,0.3461538461538462,298.6551181320001
SPR,409,tdbR00000621,75,.........((((.......)))).................((((..(((((.......))))).....))))..,0.42857142857142855,0.6428571428571429,0.5142857142857143,53.88552472599986
PDB,370,bpRNA_PDB_370,35,.((.((((((((((.....)))))..))))).)).,0.9,0.6,0.7200000000000001,0.10452762200020516
SPR,263,tdbR00000431,76,(((((((..((((........)))).(((((((...))))))).....(((((.......))))))))))))....,1.0,0.84,0.9130434782608696,56.53357138799993
PDB,114,bpRNA_PDB_114,30,(((((....................))))),0.45454545454545453,1.0,0.625,0.05108538500007853
PDB,128,bpRNA_PDB_128,24,((((((((........)))))))),0.8888888888888888,1.0,0.9411764705882353,0.030151936000038404
PDB,111,bpRNA_PDB_111,28,..(((((......)))))..........,0.625,1.0,0.7692307692307693,0.053099570000085805
SPR,225,tdbR00000128,70,.........(((................))).................((((...))))(((....))).,0.0,0.0,0,38.169355317999816
PDB,483,bpRNA_PDB_483,67,((((((......(((((.......)))))..........(((...)))...))))))..........,0.25925925925925924,1.0,0.4117647058823529,19.743158247999872
SPR,191,tdbR00000438,75,(((((((..((((........)))).(((((((...)))))))....(((((.......))))))))))))....,1.0,0.84,0.9130434782608696,42.956540571000005
SPR,282,tdbR00000289,76,.........((((........)))).((((.........)))).....(((((.......)))))..((....)).,0.65,0.8666666666666667,0.7428571428571429,38.88984338099999
SPR,610,tdbR00000051,76,.((((.........................(((.......))).....(((((.......))))).))))......,0.42857142857142855,0.9,0.5806451612903225,72.75380218700002
PDB,214,bpRNA_PDB_214,75,(((((((..((((.......)))).(((((.......))))).....(((((.......))))))))))))....,0.75,1.0,0.8571428571428571,96.4954732860001
PDB,406,bpRNA_PDB_406,28,((((....................)))),0.3333333333333333,1.0,0.5,0.0660230319999755
PDB,79,bpRNA_PDB_79,22,((((..............)))),0.5714285714285714,1.0,0.7272727272727273,0.03707512200026031
PDB,349,bpRNA_PDB_349,37,..........((((((....))))))...........,0.375,1.0,0.5454545454545454,0.2501964529997167
SPR,214,tdbR00000291,76,(((((((..((((........))))((((((.......))))))....(((((.......))))))))))))....,1.0,1.0,1.0,64.87127418799992
SPR,260,tdbR00000381,88,(((((((..((((.(((((((...))))((......))........)))).....)))..(((((.......))))))))))))....,0.7619047619047619,0.48484848484848486,0.5925925925925926,297.0186545440001
SPR,588,tdbR00000048,76,.((((((....((((....))))....(((((.......)))))....(((((.......))))))))))).....,0.8095238095238095,0.7727272727272727,0.7906976744186046,87.60499110299997
SPR,513,tdbR00000251,87,.........((((....((((....))))))))............((((....))))..(((((.......)))))...........,0.3,0.2857142857142857,0.2926829268292683,211.22264644000006
SPR,419,tdbR00000562,76,.((((((..((((........))))..((((.......)))).))))))..........((((......))))...,0.47619047619047616,0.5882352941176471,0.5263157894736842,51.81663741900002
PDB,293,bpRNA_PDB_293,22,(((((((((....))))))))),0.9,1.0,0.9473684210526316,0.044173710999984905
SPR,190,tdbR00000437,76,(((((((..((((........)))).(((((((...))))))).....(((((.......))))))))))))....,1.0,0.84,0.9130434782608696,49.584839134999584
SPR,430,tdbR00000471,76,(((((((..((((.(((.....))).(((((...))))))))).....(((((((...))))))))))))))....,1.0,0.625,0.7692307692307693,77.64220679499977
PDB,531,bpRNA_PDB_531,29,((((((.................)))))),0.5454545454545454,1.0,0.7058823529411764,0.06709321700054716
PDB,236,bpRNA_PDB_236,28,((((....................)))),0.4,1.0,0.5714285714285715,0.06129624400000466
PDB,15,bpRNA_PDB_15,15,...............,0.0,0,0,0.033145364000120026
PDB,30,bpRNA_PDB_30,21,((.....))............,0.0,0,0,0.04462264199992205
PDB,640,bpRNA_PDB_640,94,(((...........(((...(((.....)))......)))((((.((((....)))))))..((((......))))..............)))),0.42857142857142855,0.6818181818181818,0.5263157894736843,268.08414748799987
SPR,388,tdbR00000155,77,.........((((.........))))..((((.......))))..(((((((((.......))))......))))).,0.5714285714285714,0.631578947368421,0.6,30.422796329999983
PDB,381,bpRNA_PDB_381,29,((((((.................)))))),0.0,0.0,0,0.059394320999672345
SPR,337,tdbR00000110,76,(((((((....................(((((.......)))))....(((((.......))))))))))))....,0.85,1.0,0.9189189189189189,61.505233159000454
